"http://aanrwesr.com","1000","The remote name could not be resolved: 'aanrwesr.com'"
"http://a-antiviruspro2013.com","1000","The remote name could not be resolved: 'a-antiviruspro2013.com'"
"http://aandoministries.org","200","OK"
"http://aantivirus-pro.com","1000","The remote name could not be resolved: 'aantivirus-pro.com'"
"http://aandrhomeinspections.com","200","OK"
"http://aanponline.com","200","OK"
"http://aanr-florida.org","200","OK"
"http://aandbauto.net","200","OK"
"http://aantones.com","200","OK"
"http://aandatrans.com","200","OK"
"http://aanrwest.org","200","OK"
"http://aa-ok.com","1000","The remote name could not be resolved: 'aa-ok.com'"
"http://aandl-labs.com","200","OK"
"http://aandaky.com","200","OK"
"http://aanirfan.blogspot.mx","200","OK"
"http://aandmmarketing.com","200","OK"
"aanirfan.blogspot.mx","","Invalid URI: The format of the URI could not be determined.    at System.Uri.CreateThis(String uri, Boolean dontEscape, UriKind uriKind)
   at System.Uri..ctor(String uriString)
   at System.Net.WebRequest.Create(String requestUriString)
   at Broken_Links_Extractor.Link.GetStatusOnly(String url, String& error_message, String& response_code) in c:\Users\priyank\Documents\Visual Studio 2012\Projects\broken-links-extractor\Broken Links Extractor\Broken Links Extractor\Link.cs:line 86"
"aandmmarketing.com","","Invalid URI: The format of the URI could not be determined.    at System.Uri.CreateThis(String uri, Boolean dontEscape, UriKind uriKind)
   at System.Uri..ctor(String uriString)
   at System.Net.WebRequest.Create(String requestUriString)
   at Broken_Links_Extractor.Link.GetStatusOnly(String url, String& error_message, String& response_code) in c:\Users\priyank\Documents\Visual Studio 2012\Projects\broken-links-extractor\Broken Links Extractor\Broken Links Extractor\Link.cs:line 86"
"www.google.co.uk","","Invalid URI: The format of the URI could not be determined.    at System.Uri.CreateThis(String uri, Boolean dontEscape, UriKind uriKind)
   at System.Uri..ctor(String uriString)
   at System.Net.WebRequest.Create(String requestUriString)
   at Broken_Links_Extractor.Link.GetStatusOnly(String url, String& error_message, String& response_code) in c:\Users\priyank\Documents\Visual Studio 2012\Projects\broken-links-extractor\Broken Links Extractor\Broken Links Extractor\Link.cs:line 86"
"timgweb.com","","Invalid URI: The format of the URI could not be determined.    at System.Uri.CreateThis(String uri, Boolean dontEscape, UriKind uriKind)
   at System.Uri..ctor(String uriString)
   at System.Net.WebRequest.Create(String requestUriString)
   at Broken_Links_Extractor.Link.GetStatusOnly(String url, String& error_message, String& response_code) in c:\Users\priyank\Documents\Visual Studio 2012\Projects\broken-links-extractor\Broken Links Extractor\Broken Links Extractor\Link.cs:line 86"
"www.telegraph.co.uk","","Invalid URI: The format of the URI could not be determined.    at System.Uri.CreateThis(String uri, Boolean dontEscape, UriKind uriKind)
   at System.Uri..ctor(String uriString)
   at System.Net.WebRequest.Create(String requestUriString)
   at Broken_Links_Extractor.Link.GetStatusOnly(String url, String& error_message, String& response_code) in c:\Users\priyank\Documents\Visual Studio 2012\Projects\broken-links-extractor\Broken Links Extractor\Broken Links Extractor\Link.cs:line 86"
"aanirfan.blogspot.co.uk","","Invalid URI: The format of the URI could not be determined.    at System.Uri.CreateThis(String uri, Boolean dontEscape, UriKind uriKind)
   at System.Uri..ctor(String uriString)
   at System.Net.WebRequest.Create(String requestUriString)
   at Broken_Links_Extractor.Link.GetStatusOnly(String url, String& error_message, String& response_code) in c:\Users\priyank\Documents\Visual Studio 2012\Projects\broken-links-extractor\Broken Links Extractor\Broken Links Extractor\Link.cs:line 86"
"www.blogger.com","","Invalid URI: The format of the URI could not be determined.    at System.Uri.CreateThis(String uri, Boolean dontEscape, UriKind uriKind)
   at System.Uri..ctor(String uriString)
   at System.Net.WebRequest.Create(String requestUriString)
   at Broken_Links_Extractor.Link.GetStatusOnly(String url, String& error_message, String& response_code) in c:\Users\priyank\Documents\Visual Studio 2012\Projects\broken-links-extractor\Broken Links Extractor\Broken Links Extractor\Link.cs:line 86"
"jezebel.com","","Invalid URI: The format of the URI could not be determined.    at System.Uri.CreateThis(String uri, Boolean dontEscape, UriKind uriKind)
   at System.Uri..ctor(String uriString)
   at System.Net.WebRequest.Create(String requestUriString)
   at Broken_Links_Extractor.Link.GetStatusOnly(String url, String& error_message, String& response_code) in c:\Users\priyank\Documents\Visual Studio 2012\Projects\broken-links-extractor\Broken Links Extractor\Broken Links Extractor\Link.cs:line 86"
"4.bp.blogspot.com","","Invalid URI: The format of the URI could not be determined.    at System.Uri.CreateThis(String uri, Boolean dontEscape, UriKind uriKind)
   at System.Uri..ctor(String uriString)
   at System.Net.WebRequest.Create(String requestUriString)
   at Broken_Links_Extractor.Link.GetStatusOnly(String url, String& error_message, String& response_code) in c:\Users\priyank\Documents\Visual Studio 2012\Projects\broken-links-extractor\Broken Links Extractor\Broken Links Extractor\Link.cs:line 86"
"en.wikipedia.org","","Invalid URI: The format of the URI could not be determined.    at System.Uri.CreateThis(String uri, Boolean dontEscape, UriKind uriKind)
   at System.Uri..ctor(String uriString)
   at System.Net.WebRequest.Create(String requestUriString)
   at Broken_Links_Extractor.Link.GetStatusOnly(String url, String& error_message, String& response_code) in c:\Users\priyank\Documents\Visual Studio 2012\Projects\broken-links-extractor\Broken Links Extractor\Broken Links Extractor\Link.cs:line 86"
"www.dailymail.co.uk","","Invalid URI: The format of the URI could not be determined.    at System.Uri.CreateThis(String uri, Boolean dontEscape, UriKind uriKind)
   at System.Uri..ctor(String uriString)
   at System.Net.WebRequest.Create(String requestUriString)
   at Broken_Links_Extractor.Link.GetStatusOnly(String url, String& error_message, String& response_code) in c:\Users\priyank\Documents\Visual Studio 2012\Projects\broken-links-extractor\Broken Links Extractor\Broken Links Extractor\Link.cs:line 86"
"aangirfan.blogspot.com","","Invalid URI: The format of the URI could not be determined.    at System.Uri.CreateThis(String uri, Boolean dontEscape, UriKind uriKind)
   at System.Uri..ctor(String uriString)
   at System.Net.WebRequest.Create(String requestUriString)
   at Broken_Links_Extractor.Link.GetStatusOnly(String url, String& error_message, String& response_code) in c:\Users\priyank\Documents\Visual Studio 2012\Projects\broken-links-extractor\Broken Links Extractor\Broken Links Extractor\Link.cs:line 86"
"www.isgp.eu","","Invalid URI: The format of the URI could not be determined.    at System.Uri.CreateThis(String uri, Boolean dontEscape, UriKind uriKind)
   at System.Uri..ctor(String uriString)
   at System.Net.WebRequest.Create(String requestUriString)
   at Broken_Links_Extractor.Link.GetStatusOnly(String url, String& error_message, String& response_code) in c:\Users\priyank\Documents\Visual Studio 2012\Projects\broken-links-extractor\Broken Links Extractor\Broken Links Extractor\Link.cs:line 86"
"www.conspiracyplanet.com","","Invalid URI: The format of the URI could not be determined.    at System.Uri.CreateThis(String uri, Boolean dontEscape, UriKind uriKind)
   at System.Uri..ctor(String uriString)
   at System.Net.WebRequest.Create(String requestUriString)
   at Broken_Links_Extractor.Link.GetStatusOnly(String url, String& error_message, String& response_code) in c:\Users\priyank\Documents\Visual Studio 2012\Projects\broken-links-extractor\Broken Links Extractor\Broken Links Extractor\Link.cs:line 86"
"icenirising.files.wordpress.com","","Invalid URI: The format of the URI could not be determined.    at System.Uri.CreateThis(String uri, Boolean dontEscape, UriKind uriKind)
   at System.Uri..ctor(String uriString)
   at System.Net.WebRequest.Create(String requestUriString)
   at Broken_Links_Extractor.Link.GetStatusOnly(String url, String& error_message, String& response_code) in c:\Users\priyank\Documents\Visual Studio 2012\Projects\broken-links-extractor\Broken Links Extractor\Broken Links Extractor\Link.cs:line 86"
"www.channel4.com","","Invalid URI: The format of the URI could not be determined.    at System.Uri.CreateThis(String uri, Boolean dontEscape, UriKind uriKind)
   at System.Uri..ctor(String uriString)
   at System.Net.WebRequest.Create(String requestUriString)
   at Broken_Links_Extractor.Link.GetStatusOnly(String url, String& error_message, String& response_code) in c:\Users\priyank\Documents\Visual Studio 2012\Projects\broken-links-extractor\Broken Links Extractor\Broken Links Extractor\Link.cs:line 86"
"aanirfan.blogspot.com","","Invalid URI: The format of the URI could not be determined.    at System.Uri.CreateThis(String uri, Boolean dontEscape, UriKind uriKind)
   at System.Uri..ctor(String uriString)
   at System.Net.WebRequest.Create(String requestUriString)
   at Broken_Links_Extractor.Link.GetStatusOnly(String url, String& error_message, String& response_code) in c:\Users\priyank\Documents\Visual Studio 2012\Projects\broken-links-extractor\Broken Links Extractor\Broken Links Extractor\Link.cs:line 86"
"","","Invalid URI: The URI is empty.    at System.Uri.CreateThis(String uri, Boolean dontEscape, UriKind uriKind)
   at System.Uri..ctor(String uriString)
   at System.Net.WebRequest.Create(String requestUriString)
   at Broken_Links_Extractor.Link.GetStatusOnly(String url, String& error_message, String& response_code) in c:\Users\priyank\Documents\Visual Studio 2012\Projects\broken-links-extractor\Broken Links Extractor\Broken Links Extractor\Link.cs:line 86"
"http://aandejobs.net","200","OK"
"http://aandeconference.org","200","OK"
"http://www.aandrhomeinspections.com/index.htm","200","OK"
"http://aaojaao.com","1000","The remote name could not be resolved: 'aaojaao.com'"
"http://aandhgunsofswfl.com","200","OK"
"http://aanirfan.blogspot.co.uk","200","OK"
